topic,sentence_1,sentence_2,regression_label_binary,regression_label
Abortion,"Until genetic testing massively improves I feel lowering the limit to 20-22 weeks will push abortions due to abnormalities into much more difficult legal territory for no clear benefit as the surrounding issues with disability ( lack of resources , social attitudes , health issues ) are nowhere near resolved .",Abortion reduces welfare costs to taxpayers. ,0,0.2678571428571428
Abortion,Social Issues : Abortion should be limited .,"Life begins at conception, so unborn babies are human beings with a right to life. ",1,0.5535714285714286
Abortion,"The fetus is in no real sense “ part ” of the mother , but is a separate and distinct human being .","Abortion is the killing of a human being, which defies the word of God.",1,0.6071428571428571
Abortion,"Until then , millions of us will be guided by our own moral values and life goals to end pregnancies we believe are ill-conceived , so that we can devote our lives to the people and dreams that we hold most dear .",A baby should not come into the world unwanted. ,1,0.5740740740740741
Abortion,"3 months . . . 3 years , by all the arguments listed above we should be able to snuff out the kid whenever it becomes convenient . ”",Abortion reduces crime.,0,0.1607142857142857
Abortion,We should n't penalize someone for life .,Abortions cause psychological damage. ,0,0.4107142857142857
Abortion,"If the unborn child has deformities ( according to the doctors via ultrasound ) , I would still carry the child to term , because there is always the possibility that the doctors could be wrong .",Abortion gives pregnant women the option to choose not to bring fetuses with profound abnormalities to full term. ,1,0.6428571428571428
Abortion,"An Apr. 1998 Journal of Social and Clinical Psychology study of men whose partners had abortions found that 51.6 % of the men reported regret , 45.2 % felt sadness , and 25.8 % experienced depression .",Women who receive abortions are less likely to suffer mental health problems than women denied abortions.,0,0.5
Abortion,"In Case 3 , the fetus is n't a person , but you do n't know that .",Abortions reduce the number of adoptable babies. ,0,0.3035714285714285
Abortion,"Putting it bluntly , abortion is murder .","Abortion is the killing of a human being, which defies the word of God.",1,0.9107142857142856
Abortion,"They say abortion inflicts suffering on the unborn child , and that it is unfair to allow abortion when couples who can not biologically conceive are waiting to adopt .",Women who receive abortions are less likely to suffer mental health problems than women denied abortions.,0,0.4285714285714286
Abortion,"At the very moment in Casey when the Court reaffirms constitutional protection for abortion rights , the Court ex­plains that a pregnant woman ’s “ suffering is too intimate and personal for the State to insist , without more , upon its own vision of the woman ’s role , however dominant that vision has been in the course of our history and our culture . ”",Abortion reduces crime.,0,0.1666666666666666
Abortion,"Under a “ human life amendment , ” we would not be returning to the same legal situation , we would have a whole new body of law , with women and abortion practitioners ( doctors or other ) facing murder charges .",Fetuses are incapable of feeling pain when most abortions are performed. ,0,0.375
Abortion,"Women also want to live in a society that , at the very same time , cherishes our shared , and indeed , wondrous capacity to bear new human life .",A baby should not come into the world unwanted. ,0,0.4464285714285714
Abortion,"It is not necessary to go into the argument here , but the hospital had a rationale justifying the abortion by the principle of double effect , saying it was the placenta ( which is neither the unborn child nor a part of the mother 's body ) that was the target of the abortion as the life-threatening organ .",The decision in Roe v. Wade was wrong and should be overturned.,0,0.4107142857142857
Abortion,Many have complications ; some fetuses have severe disorders that can cause the child to live a very difficult and painful life .,Abortion eliminates the potential societal contributions of a future human being.,0,0.4107142857142857
Abortion,So they have to deny the moral principle that leads to the pro-life conclusion .,Fetuses feel pain during the abortion procedure. ,0,0.3392857142857143
Abortion,"Critics of this typically argue that some of the proposed criteria for personhood would disqualify two classes of born human beings – reversibly comatose patients , and human infants – from having a right to life , since they , like fetuses , are not self-conscious , do not communicate , and so on .","Life begins at conception, so unborn babies are human beings with a right to life. ",1,0.5357142857142857
Abortion,"Ironically , restrictive laws pushed by Right to Lifers , such as mandatory parental involvement and cutoff of Medicaid for poor women ’s abortions , cause delay and lead to increased numbers of late abortions .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.4285714285714286
Abortion,""" To determine the number of abortions done to save the life of the mother , see data collected by the Centers for Medicare & Medicaid Services , U.S. Department of Health and Human Services , which show a drop in Medicaid-funded abortions by over 99 % -- from 294,600 in Fiscal Year 1977 to fewer than 1,000 in FY 1982 and subsequent years -- after the federal Medicaid program began funding only abortions to save the mother 's life .",Abortion reduces welfare costs to taxpayers. ,1,0.5714285714285714
Abortion,"Establishing legal limits to the current "" absolute right to abortion "" will mean fewer abortions , and that is to the good of women , children , families , and society .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.4642857142857143
Abortion,"Did you know that approximately 93 % of all induced abortions are done social or for elective , non-medical reasons ... THAT 'S SICK !!!!!!!",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.2857142857142857
Abortion,The fetus is not yet a human being because it can not survive outside the uterus on its own .,"Personhood begins after a fetus becomes ""viable"" (able to survive outside the womb) or after birth, not at conception. ",1,0.6607142857142857
Abortion,Seven members of the Supreme Court agreed .,"The US Supreme Court has declared abortion to be a ""fundamental right"" guaranteed by the US Constitution.",1,0.75
Abortion,Some pro-choice advocates argue that it should be illegal for governments to regulate abortion any more than other medical practices .,"Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.625
Abortion,No one has the absolute right to engage in illegal religious activities under the guise of “ freedom of religion . ”,Many religious organizations and people of faith support women's reproductive choice. ,1,0.5357142857142857
Abortion,How long can we sustain our commitment to freedom if we continue to deny the very foundation of freedom - life - for the most vulnerable human beings ?,"Life begins at conception, so unborn babies are human beings with a right to life. ",1,0.7678571428571428
Abortion,God hates abortion even more than He hates fags .,"Abortion is the killing of a human being, which defies the word of God.",1,0.8928571428571428
Abortion,"The BBC states that "" Traditional Buddhism rejects abortion because it involves the deliberate destroying of a life .",Allowing abortion conflicts with the unalienable right to life recognized by the Founding Fathers of the United States.,1,0.625
Abortion,"According to a global study collaboratively conducted by the World Health Organization and the Guttmacher Institute , most unsafe abortions occur where abortion is illegal .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.6964285714285714
Abortion,"The Guttmacher Institute reported that half of all women having abortions every year have had at least one previous abortion , while 8.5 % of abortions reported to the Centers for Disease Control and Prevention in 2010 were undergone by women who had three or more previous abortions .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",0,0.3888888888888889
Abortion,"The right to abortion is based on the right of privacy , not equal rights .","The US Supreme Court has declared abortion to be a ""fundamental right"" guaranteed by the US Constitution.",1,0.7678571428571428
Abortion,"But abortion clinics in Texas , including lead plaintiff Whole Woman 's Health , argue that the law has no real medical justification and unduly burdens almost a million women in the state who will have to drive hundreds of miles to obtain an abortion now that the law has shut down over three-quarters of the state 's clinics .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.4464285714285714
Abortion,"Abortion is permitted in only three cases : a severe fetal anomaly , a threat to the mother ’s health and life , or a pregnancy from rape or sexual abuse .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.3571428571428571
Abortion,It is ultimately her responsibility ( as the partner who can become pregnant ) to prevent pregnancy if both she and her male partner do not wish to conceive .,"If women become pregnant, they should accept the responsibility that comes with producing a child. ",1,0.8035714285714286
Abortion,"There 's no doubt that some women suffer psychological damage from having an abortion ; however , the damage done from giving a child up for adoption is much worse .",Abortions cause psychological damage. ,1,0.7321428571428572
Abortion,"The unlawful taking of a human life is murder and since "" reason "" number 2 agrees that life begins at conception , this is a pro life argument against abortion .","Life begins at conception, so unborn babies are human beings with a right to life. ",1,0.7678571428571428
Abortion,"That is a direct abortion and an intrinsic evil , and we may never do evil so that good may result .","Abortion is the killing of a human being, which defies the word of God.",1,0.75
Abortion,"If your candidate focuses on restrictive laws , you will drive women underground , which will increase their financial hardship and many will risk their health and lives , but you will not reduce abortions .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,1,0.5714285714285714
Abortion,"Because of the risks of illegal abortions , the difference will be greatly felt in the mortality rate .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.7857142857142857
Abortion,There are times when abortion may appear as the only option for the betterment .,Abortion reduces crime.,0,0.4107142857142857
Abortion,"The woman now pregnant is n't responsible for her rape , so she 's not responsible for the results .","If women become pregnant, they should accept the responsibility that comes with producing a child. ",1,0.6071428571428571
Abortion,"Roe v. Wade , the Supreme Court case that declared abortion a constitutional right , was decided in January 1973 .","The US Supreme Court has declared abortion to be a ""fundamental right"" guaranteed by the US Constitution.",1,0.8928571428571428
Abortion,Taxpayers should n’t have to pay for what they believe is immoral .,Abortion reduces welfare costs to taxpayers. ,0,0.4821428571428571
Abortion,"Also , in that decision , he accepted scientific arguments that many women do come to regret having had abortions , and thus the procedure may cause psychological harm .",Modern abortion procedures are safe and do not cause lasting health issues such as cancer and infertility.,0,0.4107142857142857
Abortion,"Since 1973 , more than 56 million preborn babies have been destroyed due to the legalization of abortion in the United States .",Allowing abortion conflicts with the unalienable right to life recognized by the Founding Fathers of the United States.,1,0.5535714285714286
Abortion,"Unfortunately , and ironically , anti-abortion legislation in multiple states aimed at reducing access by closing abortion clinics with unnecessary restrictions or requiring extra hurdles for women to obtain abortions ( like mandatory delay , ultrasounds , and/or counseling ) , has a counterproductive effect .",Abortion reduces welfare costs to taxpayers. ,0,0.375
Abortion,"They found neither an increase in psychological damage , nor any elevated risk of suicide .",Abortions cause psychological damage. ,1,0.6071428571428571
Abortion,All abortion methods violate the most basic medical tenet : “ Do No Harm . ”,Abortion may lead to future medical problems for the mother. ,0,0.4285714285714286
Abortion,"Abortion , she insists , is a right integral to women ’s own autonomy , not a privilege to be used as infrequently as possible .",Allowing abortion conflicts with the unalienable right to life recognized by the Founding Fathers of the United States.,0,0.4107142857142857
Abortion,"The right to abortion is based on the right of privacy , not equal rights .",Allowing abortion conflicts with the unalienable right to life recognized by the Founding Fathers of the United States.,0,0.5
Abortion,"Because "" women who have abortions are those most at risk to give birth to children who would engage in criminal activity , "" and women who had control over the timing of childbearing were more likely to raise children in optimal environments , crime is reduced when there is access to legal abortion .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.5892857142857143
Abortion,A Stanford University study shows lower rates of abortion complications for American states with those same types of laws .,"Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.6785714285714286
Abortion,"A Feb. 2014 study published in the peer-reviewed Cancer Causes and Control found that abortion "" is significantly associated with an increased risk of breast cancer "" and that "" the risk of breast cancer increases as the number of [ abortions ] increases .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",1,0.5714285714285714
Abortion,"Regardless of the status of unlimited bodily autonomy , the sovereign zone version of the bodily rights argument fails to support legal abortion .",Selective abortion based on genetic abnormalities (eugenic termination) is overt discrimination. ,0,0.4285714285714286
Abortion,"In the United States , pro-life groups favor greater legal restrictions on abortion , or even the complete prohibition of it .","Access to legal, professionally-performed abortions reduces maternal injury and death caused by unsafe, illegal abortions. ",0,0.4642857142857143
Cloning,This is because the technology can not be developed without putting humans and the safety of the clones in grave danger .,Cloning treats children as objects,0,0.4814814814814815
Cloning,"However , it is only because of the possible medical advances and the possible advantages to the human race that human cloning should be allowed .",Cloning should be allowed for those who can’t otherwise have a child,1,0.75
Cloning,"Since , presumably , a clone would still be a person and an autonomous rational being , a clone would certainly retain her human dignity ( Glannon , 2005 ; Elliot , 1998 ) .",Cloning treats children as objects,0,0.4821428571428571
Cloning,"These cells are called induced pluripotent stem cells ( iPS cells ) , and their use is generally supported by anti-abortion groups such as the USCCB , since no embryos are destroyed in their creation .",Clones will still be individuals,0,0.1607142857142857
Cloning,"Cloning a child to be a reincarnation of someone else is a grotesque , fun-house mirror distortion of parental expectations ” ( 2001 ) .",Will allow the elimination of diseases ,0,0.1785714285714285
Cloning,"As for me , I believe that God does n't want us to clone because he says in the Bible that He created us in His image and we should not mess that up and if we start creating other human people we will be God and that is messed up because there is only one God !",Cloning should be allowed for those who can’t otherwise have a child,0,0.2857142857142857
Cloning,"Studying regeneration of organs , solutions to conditions like diabetes and Parkinson ’s are becoming a realm of possibility with the help of therapeutic cloning .",Cloning should be allowed for those who can’t otherwise have a child,0,0.3392857142857143
Cloning,"Rather , the intent is to use the cells of the embryo in order to further research that may ultimately lead to treatments or cures for certain afflictions .",Cloning should be allowed for those who can’t otherwise have a child,0,0.3035714285714285
Cloning,"However , it was reasonable to preserve , at the national level , the possibility of carrying out therapeutic cloning .",Cloning should be allowed for those who can’t otherwise have a child,0,0.4821428571428571
Cloning,"There are general principal arguments against any act of human cloning , deeply rooted within the more religious community that is against any form of direct meddling of human creation and technology that is seen as ‘ playing God ’ .",Cloning treats children as objects,0,0.3571428571428571
Cloning,"It is hard to say whether this is true , but we have seen devastating consequences of other research-programs , even with good intentions , such as nuclear research .",Clones will still be individuals,0,0.2321428571428571
Cloning,"In another case , the male partner in a relationship may be unable to produce viable sperm and , instead of seeking a sperm donor , the couple can choose to use SCNT in order to produce a genetic copy of the prospective father .",Clones will still be individuals,0,0.4285714285714286
Cloning,"Since there already seems to be so much division and difference in the world from race to caste , many feel that a new difference will only result in more harm .",Cloning should be allowed for those who can’t otherwise have a child,0,0.3392857142857143
Cloning,"Pro cloning individuals feel that in a free society we know that we must tolerate some views that we do n't agree with , this is what make our freedom so valuable , we have the right to choose . """,Will allow the elimination of diseases ,0,0.125
Cloning,"The ethos that underlies these positions is , of course , both scientifically inaccurate and philosophically problematic .",Cloning treats children as objects,0,0.3928571428571428
Cloning,"Moreover , because parents have cloned this child with the expressed purpose of replacing a deceased child , the expectations that the new child will be just like the deceased one would be overwhelming and impede the child ’s ability to develop her own individuality ( Levick , 2004 ) .",Cloning treats children as objects,1,0.6964285714285714
Cloning,We as human beings are curious and we like to take things to the point of no return .,Cloning treats children as objects,0,0.375
Cloning,Cloned human beings may not be considered humans by other people .,Will allow the elimination of diseases ,0,0.1607142857142857
Cloning,"The child would be destined to live in the shadows of her genetic predecessor ( Holm , 1998 ) .",Cloning is unsafe,0,0.375
Cloning,It is possible that societal division will be created and it will be severe racism all over again .,Playing God,0,0.2321428571428571
Cloning,"Unless the cloned child ’s life is made so horrible by her disabilities that it would have been better that she not been born at all , she was not harmed by being brought into existence via cloning , even if she is born with genetic defects as a result .",Cloning is unsafe,0,0.4285714285714286
Cloning,Many opponents fear that the cloning technology could be abused by people with vested interests .,Cloning is unsafe,1,0.5178571428571429
Cloning,"For instance , the parents of a young child might choose to clone that child and could raise the resulting second child as if it were a natural sibling of the first .",Cloning harms families,0,0.4375
Cloning,It encourages parents to regard children as property .,Cloning treats children as objects,1,0.8928571428571428
Cloning,If society wishes to ban inheritable genetic modification it can and should do so .,Cloning is unsafe,0,0.5
Cloning,"Rarely do domestic or international instruments provide an operational definition of human dignity and there is rarely an explanation of how , exactly , dignity is infringed in the context reproductive cloning .",Cloning is unsafe,0,0.3571428571428571
Cloning,"Indeed , Dolly 's death , while not definitively traceable to the cloning process , again highlighted the possible health risks associated with reproductive cloning .",Cloning is unsafe,1,0.7142857142857143
Cloning,But let 's also recognize that science is not God and ought to be kept within bounds .,Playing God,1,0.7857142857142857
Cloning,When the clone finishes you could get rid of them ( kill them ) so then history is n't changed that much .,Cloning is unsafe,0,0.3035714285714285
Cloning,"That way , parents who want to choose their child ’s sex , eye color and other physical attributes , will be able to fulfill their plans .",Cloning violates human dignity,0,0.3928571428571428
Cloning,"You can not simply stop people from having children if they suffer from a disease like this , therefore genetic engineering can help to ensure that their children live long and healthy lives from either the disease itself or from carrying the disease to pass on to younger generations .",Cloning is unsafe,0,0.3392857142857143
Cloning,"As such , there would be a lack of diversity in humankind .",Cloning is unsafe,0,0.4285714285714286
Cloning,"The cloned human being would not be the product of love , but of scientific procedures .",Cloning harms families,1,0.6071428571428571
Cloning,"Though it might seem like a scenario straight from a sci-fi film that people might use clones for unlawful interests and crime , it is still possible if human cloning takes a common place in society .",Cloning is unsafe,0,0.4107142857142857
Cloning,Such a fixation on maintaining sameness within the family would undermine the openness to new beginnings that the arrival of each generation represents .,Cloning violates human dignity,0,0.4464285714285714
Cloning,This takes up less space and allows for the creation of incremental and differential backups afterwards .,Cloning violates human dignity,0,0.2037037037037037
Cloning,"We will see that regardless of the definition that seems to be implied within the social concerns outlined below , there are legitimate counter arguments that weaken the claim that human reproductive cloning necessarily infringes human dignity .",Cloning violates human dignity,1,0.7678571428571428
Cloning,"But one tiny mistake in human cloning , and we just ruined a person .",Cloning violates human dignity,1,0.5178571428571429
Cloning,"But while it is important that we prohibit cloning-to-produce-children to prevent the long-term degradation of the family , we can not do so without also making a strong case against the much more immediate threat posed by cloning-for-biomedical-research .",Cloning harms families,1,0.625
Cloning,"However , most people who denounce human cloning on the grounds that it “ plays God ” do not denounce other forms of artificial reproduction on similar grounds .",Cloning violates human dignity,1,0.5714285714285714
Cloning,"Rather , in this paper I argue that the lack of thoughtful policy analysis of the role of human dignity hurts the broader public debate about reproductive cloning , trivializes the potential value of human dignity as a normative principle and makes it nearly impossible to critique the actual justifications behind many of the proposed policies .",Cloning violates human dignity,1,0.6875
Cloning,"The most important part of a person is their spirit , soul or mind and cloning does not allow one to achieve this , it rather allows one to attempt to achieve some genetic standard .",Cloning violates human dignity,1,0.6428571428571428
Cloning,Many ethical arguments against human cloning are based on misconceptions .,Cloning violates human dignity,1,0.5178571428571429
Cloning,""" Human cloning may well serve to highlight , to emphasize , and to set off with greater clarity , quite apart from anyone 's intentions , the mysterious capacities that comprise and express our human dignity "" .",Cloning violates human dignity,1,0.6964285714285714
Cloning,"By further terms of the Declaration , Member States were also called on to protect adequately human life in the application of life sciences ; to prohibit the application of genetic engineering techniques that may be contrary to human dignity ; to prevent the exploitation of women in the application of life sciences ; and to adopt and implement national legislation in that connection .",Cloning violates human dignity,1,0.5892857142857143
Cloning,"Again , this issue is likely tied to the concern that reproductive cloning would infringe the basic Kantian tenet to treat every human being as an end , not as a means .",Cloning violates human dignity,1,0.5535714285714286
Cloning,"Roman Catholic Church under Pope Benedict XVI has condemned the practice of human cloning , saying it represents "" a grave offense against human dignity and equality among the people . """,Cloning violates human dignity,1,0.9107142857142856
Cloning,"However , opponents of cloning argue that the HFEA was never given authority to regulate human cloning .",Cloning violates human dignity,0,0.4259259259259259
Cloning,"( c ) Cloning would constitute an infringement of human dignity , that is a cloned child could be a means to an end .",Cloning violates human dignity,1,0.8214285714285714
Cloning,Surely the process used to produce an individual is completely irrelevant to the respect and dignity the individual deserves once born .,Cloning violates human dignity,1,0.6785714285714286
Cloning,"[ 35 , 36 ] As summarized by Deirk Ullrich in relation to law in Canada and Germany : "" human dignity is an indispensable compass in our continuing journey to promote and protect the rights and freedoms of the individual "" .",Cloning violates human dignity,1,0.75
Cloning,"Interestingly , human cloning allows you the opportunity to participate in choosing the parents for your clone .",Cloning violates human dignity,0,0.359375
Cloning,"According to the Andrews Report , the ‘ most common reason for regarding human cloning for reproductive purposes as unethical was that it would be “ contrary to human dignity ”’ .",Cloning violates human dignity,1,0.8392857142857143
Cloning,"As things were headed becoming better by the appearance of a human clone , a major problem has become "" human cloning prohibition act "" in 2009 , which has labeled as cloning illegal , immoral , not unethical activity .",Cloning violates human dignity,1,0.537037037037037
Cloning,"If human cloning were accepted to be safe next year , why should it then not be permitted ?",Cloning violates human dignity,0,0.4107142857142857
Cloning,"Unfortunately , this is not the case and it may even be unethical , which brings us to the big question : is it ok to clone a human being ?",Cloning violates human dignity,1,0.5892857142857143
Cloning,"The Council of Europe 's Convention for the Protection of Human Rights and its Additional Protocol on the Prohibition of Cloning Human Beings states that : "" the instrumentalization of human beings through the deliberate creation of genetically identical human beings is contrary to human dignity and thus constitutes a misuse of biology and medicine "" .",Cloning violates human dignity,1,0.8214285714285714
Cloning,"From the perspective of human dignity , the concern is founded on the assumption that a clone 's autonomy will be compromised and that a person 's genome is singularly important to human uniqueness .",Cloning violates human dignity,1,0.7142857142857143
Cloning,"When Dolly the sheep was first cloned in 1997 , a CNN/USA Today/Gallup poll found that 87 % of Americans said human cloning would be a bad thing for humanity , and 88 % said that it would be morally wrong .",Cloning violates human dignity,0,0.5
Cloning,"Many policy statements , such as the few noted above , seem to adopt this view and specifically link genetic identity with the concept of human dignity .",Cloning violates human dignity,1,0.6875
Cloning,"Callahan argues that there is something intrinsically identity-depriving , and therefore dignity-depriving , in duplicating a genetic code .",Cloning violates human dignity,1,0.8035714285714286
Cloning,"Opinion polling on this issue shows widespread public opposition to human cloning , with roughly nine in 10 Americans against it .",Cloning violates human dignity,0,0.4285714285714286
Cloning,"Those in favour of the Declaration welcomed its adoption , saying it constituted an important step in the protection of human dignity and the promotion of human rights , as well as a stepping stone in the process towards a complete ban on human cloning .",Cloning violates human dignity,1,0.7678571428571428
Cloning,"As noted by Pattinson , the act of cloning could be implicated in an intention to "" violate the rights of the clone in the future . """,Cloning violates human dignity,1,0.5892857142857143
Cloning,"The implications of what happens when human cloning goes wrong are not fully understood , which is not ideal .",Cloning violates human dignity,1,0.5892857142857143
Cloning,"It would violate deeply and widely held convictions concerning human individuality and freedom , and could lead to a devaluation of clones in comparison with non-clones .",Cloning violates human dignity,1,0.7142857142857143
Cloning,"If one were to take a skeptical view of the policy making process , it would not be hard to conclude that concern for human dignity is used as a justification for cloning laws precisely because the notion of human dignity is both so revered and so ill-defined .",Cloning violates human dignity,1,0.6607142857142857
Cloning,"A human clone would be wholly unique and , as such , it is difficult to maintain that even a "" uniqueness "" view of human dignity is dependant on having a unique genome .",Cloning violates human dignity,1,0.5892857142857143
Cloning,Scientists have also said that with human cloning one of the first diseases they can fix is Leukemia .,Cloning violates human dignity,0,0.3392857142857143
Cloning,"That means that consumers who oppose animal cloning on animal welfare , religious , or moral grounds would be forced to unwittingly make purchases that violate their ethical principles .",Cloning violates human dignity,1,0.5178571428571429
Cloning,"In our full report , we show what is at stake in the debate over cloning-for-biomedical-research , and why it is important to reject human cloning whatever its purpose is .",Cloning violates human dignity,1,0.6071428571428571
Cloning,"So there is no problem with human cloning , unless one has preconceived intentions to discriminate against it .",Cloning violates human dignity,0,0.4107142857142857
Cloning,"Moreover , reproductive cloning will allow lesbian couples to have children genetically related to them both .",Cloning violates human dignity,0,0.3035714285714285
Cloning,"In fact , over 90 % of human cloning attempts have been labeled as “ failure ” , which means that the human DNA is only put at risk during the process .",Cloning violates human dignity,0,0.2321428571428571
Cloning,"It would violate the widely held convictions concerning human individuality and freedom , and could lead to devaluation of clones in comparison with non-clones .",Cloning violates human dignity,1,0.6428571428571428
Abortion,"Therefore , abortion is murder of a person .","Even a girl who lives a good , responsible life can have one slip up .",0,0.1071428571428571
Abortion,"Gathering under the slogan “ Save women , not a step further ” , opponents argued that the change would risk the lives of women and force girls as young as 11 who had been raped or subjected to incest either to give birth or face going to jail .","If I want to unplug eight months into the procedure , I still have the right to unplug .",0,0.3571428571428571
Abortion,Rue is a prolific anti-abortion campaigner who testified before the US Congress in 1981 that he had observed post-traumatic stress syndrome in women who had undergone abortions .,"Couple this with the abortion industry 's consistent opposition to measures requiring more full patient disclosure , and there is good reason to wonder if they care more about profits than they do about women .",0,0.4464285714285714
Abortion,Forcing women to carry wanted but doomed pregnancies to term is cruel and unnecessary .,Abortion should not be considered murder if the fetus is not self-sustaining and requires the mother ’s body and physical resources to survive .,1,0.7321428571428572
Abortion,"For healthy pregnancies , this makes abortion a humane option for whatever the reasons the mother may choose to undergo an abortion .","It is unnecessary where modern medicine is practiced , but under more primitive circumstances , it may be the only way to save a mother giving birth to a child whose head is too large for the baby to be delivered .",1,0.6071428571428571
Abortion,Pregnant women and new mothers can now have their babies and continue with school .,"The children who are neglected or abused are usually the ones that grow up to be drug addicts , lifelong government aid recipients , and criminals .",0,0.3571428571428571
Abortion,"Many Americans who pay taxes are opposed to abortion , therefore it 's morally wrong to use tax dollars to fund abortion .","But since a fetus does have such a future , the "" overwhelming majority "" of deliberate abortions are placed in the "" same moral category "" as killing an innocent adult human being .",0,0.4821428571428571
Abortion,I believe that all humans are endowed with certain rights .,"Instead of having the option to abort , women should give their unwanted babies to people who can not conceive .",0,0.4107142857142857
Abortion,"If the government can force a woman to continue a pregnancy , what about forcing a woman to use contraception or undergo sterilization ?","If the fetus is n’t a person , I think abortion is obviously justified , do n’t you ?",0,0.3214285714285714
Abortion,"In a sonogram the fetus is the subject , the woman is the background ; the case for its personhood is made by turning her into gray-and-white wallpaper .","Anthony Kenny argues that this can be derived from everyday beliefs and language and one can legitimately say "" if my mother had had an abortion six months into her pregnancy , she would have killed me "" then one can reasonably infer that at six months the "" me "" in question would have been an existing person with a valid claim to life .",0,0.3928571428571428
