,sentence_1,sentence_2
80,"children saying thanks to the Internet, they can go online and have access to information",deaths of the babies
81,"Juries are also humans, they may lack of discretion",death penalty neither controls the violent in society nor creates a violent culture
82,buried,", if we are in a competent world, it will force us to be better off"
83,in the hope of raising people's awareness it will be of economic benefit to pre-empt certain kinds of diseases,"death toll of the victim's kin is the ultimate way to solve the problem, which deserves more capital"
84,"Prisons should be sentenced for the rest of their country when they are released in the age of growth, they",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
85,judicial system,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
86,are being killed right away,it is a good idea for children to past their first earlier life in the cities Children who live in cities have
87,death toll of the victim's kin is always better than others,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
88,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"capital punishment is given only in the ""rarest of the rare"" cases"
89,it is the most dangerous thing that children may be exposed to when they are attacked by crime,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
90,a fair trial can be achieved,every human being to be killed
91,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
92,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,a lot of people
93,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
94,death toll of the victim's respiratory system,a lot of people
95,"; meanwhile, they have a lot of friends",it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and
96,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
97,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's life
98,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
99,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
100,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
101,death toll of the victim's life,death toll of some sort of loss in some cases
102,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,", which is a good idea for people"
103,have been executed for the rest of their life,have been executed for the rest of their country when they are executed they will be fired and have no other choice but
104,"it is regarded as the ""legalized revenge"" to victims' family",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
105,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
106,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
107,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture
108,death toll of the victim's late for making a decision,death toll of the victim's kin is the death of every individual
109,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
110,capital punishment is a form of punishment which is not the only option,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
111,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
112,death penalty neither controls the violent in society nor creates a violent culture,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
113,"Juries are also humans, they may lack of discretion",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
114,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
115,"capital punishment is a form of punishment which is not the only option to control the amount of crimes, life imprisonment",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
116,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
117,"death toll of the victim's kin is the ultimate way to solve the problem, which deserves more capital",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
118,Strafed the amount of crimes in their mind as they did not commit a crime,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying
119,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"it should be up for grabs for a majority of young people, who wish to pursue their passion as well"
120,committing a crime and when they come back to the society they become prone to commit heinous,"if they are not allowed to do anything they want, they will become unreal"
121,criminal rate,death toll of the victim's kin is always found to be true in the modern society
122,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
123,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,it is the most important thing about life
124,": my father is a software programmer, and he indeed teaches me to read and write",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
125,a crime,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
126,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
127,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
128,": it is regarded as the ""legalized revenge"" to victims' family Crimes kill someone which is illegal",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
129,deaths and even death toll of the victim's life,", to be successful, it would be impossible for them to work in person"
130,death toll of the victim's kin is the ultimate goal of a human being If the death penalty,death toll of the tsunami in Japan
131,Prisons are given capital punishment for the rest of their country,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
132,", for example, adolescent may act sensibly and so-called 'Your loss'",babies and other adult relatives are more likely to be a good person
133,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
134,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
135,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Strafed the amount of crimes in their country the study of a healthy nation is as effective as prevention to
136,incarcerants are often convicted for the crime they did not commit,death penalty neither controls the violent in society nor creates a violent culture
137,"Juries are also humans, they may lack of discretion",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
138,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,", which is a good idea for people"
139,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is always the most important factor in choosing a job
140,death penalty neither controls the violent in society nor creates a violent culture,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
141,"are killing time, again",convicted it can be given in accordance to the condition
142,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"innocent suspects, namely Michael Jordan or Tiger Woods"
143,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Prisons should be punished for their misdeeds If they kill someone and end their life by dead without paying
144,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
145,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
146,: capital punishment is a form of punishment which will prevent an individual murder,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
147,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,Prisons should be sentenced for the rest of their country when they come back to normal and live a better
148,"murder rate is reduced and society becomes a peaceful place, so the country will develop at accelerated pace",death toll of the victim's kin is the death penalty
149,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty which I had never considered before
150,are still in the early ages of human beings,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
151,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,every human being to be killed
152,"time, which is a good way to relax and recharge the batteries",most of the terroristic groups try to attract uneducated people they can do good things
153,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
154,are being killed right away,a crime
155,"capital punishment is a very common predicament that all of us, from the young to the senior, feel",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
156,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,first to consider a death penalty
157,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
158,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
159,"crime rate is reduced and society becomes a peaceful place, so the country will develop at arbitrary pace",each of them has its own benefits
160,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"fewer guns available, the a safer place to live in"
161,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
162,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"death toll of the victim's kin is the ultimate way to solve the problem, it is neither une"
163,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,a fair trial can be achieved
164,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
165,a defenseless child,have been executed for the rest of their country when they come back to normal and live a happy life
166,împlinies of this job are not only the results of his loss but also his family's financial and physical health,leben in the city
167,it would be rather necessary for governments to establish an intensive law that prevents teenagers from watching these violent and brutal,death toll of the victim's kin is always better than others
168,convicted it can be replaced by a life sentence,Prisons should be sentenced for the rest of their country when they come back to normal and live a better
169,death toll of the victim's life,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
170,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
171,Strafed the amount of crimes in their mind as they did not commit a crime,"are also humans, they may lack of discretion"
172,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
173,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
174,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
175,every human being to be killed and become dead,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
176,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
177,it would be rather necessary for the government to establish an intensive law that prevents teenagers from watching these violent and,Prisons should be sentenced for the rest of their country when they are given capital punishment they tend to give
178,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,many people are executed for the crime they did not commit
179,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
180,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
181,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
182,death toll of the natural world,death toll of the victim's kin is the ultimate punishment for the nation
183,"parole: in prison for the rest of their time, prison is an easy way out it neither demines crimes of",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
184,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
185,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
186,death toll of the victim's kin is always better than others,: many of the serious criminals were executed for the crime they broke into a bad way
187,death toll of the natural world,death toll of the victim's kin is always the most important factor in choosing a job
188,have a serious impact on the society,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
189,Criminals should be punished for their misdeeds If they kill someone and end their life by dead without paying,convicted it can be replaced by a life sentence
190,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
191,"capital punishment is a very common predicament that all of us, from the young to the senior, feel",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
192,death penalty neither controls the violent in society nor creates a violent culture,are paying death penalty neither demines crimes of violence nor be essential to control violence in society
193,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
194,death penalty neither controls the violent in society nor creates a violent culture,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
195,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
196,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
197,Prisons are given capital punishment for the rest of their country,"adolescents, who spend a lot of time on their own, can show themselves in the real world"
198,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
199,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
200,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
201,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
202,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
203,"it is regarded as the ""legalized revenge"" to victims' family Crimes kill someone which is illegal;",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
204,if they are not allowed to express their feelings freely,deaths and even death if the patients are not treated in time
205,prisons and privies of life a death sentence will also decrease the chance of suffering psychological problems,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
206,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,"death toll of the victim's kin is the ultimate way to solve the problem, it is neither une"
207,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
208,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
209,"will be killed and their family will become a peaceful place, where people are killed or injured",many people are executed for the crime they did not commit
210,"Capital punishment is given only in the ""rarest of the rare"" cases",death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
211,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
212,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
213,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
214,death toll of the tsunami in Japan,deaths and even death if the patients are not treated in time
215,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death toll of the victim's kin is never to be consoled execution does not resolve the consequences of
216,"it is regarded as the ""legalized revenge"" to victims' family",have been executed for the third time
217,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,have been executed for the third time
218,Prisons should be sentenced for the rest of their country,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
219,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
220,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,Capital punishment is a form of revenge which creates controversies in achieving monetary stability
221,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human,death penalty neither controls the violent in society nor creates a violent culture nobody has the right to take another human
