,sentence_1,sentence_2
112,: a friend told you not to buy he had to spend around five precious years ago,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
113,": a large number of young adults indulge themselves in drugs and start smoking at an early age.in the past,",": Compared to the others, parents are more often physically healthier than their child"
114,: reproduction of animals are very rare,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
115,: the idea of globalization put their inherited culture in danger,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
116,": Taking the SARS in 2003 as an example, the Chinese government limited the amount of information for public access which",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
117,": Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
118,: the ability to plan and organize can be learned until obtaining a job,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
119,": Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
120,": Unlike most modern games which focus on the interactions between people, machines are also play a great role in",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
121,: a prosecution of heinous crimes can be assigned to the people who have no or lighter criminal record.,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
122,": the high school of my district is pretty old and lacks in necessities for students, so they are less likely to",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
123,": Unlike the organic world, parents are meant to be rewarded by detaining the animals",": Similarly to the ivory-towers, many devoiding of neccessary preparations are likely"
124,: the individual should be able to give a better and reliable as well,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
125,": the number of individual who enroll in university are enormous, more than any school one person have studied.my brother are",": Similarly to the ivory-towers, many devoiding of neccessary preparations are likely"
126,": If children spend too much time in front of TV, it will negatively impact their health and study.watching TV",": Similarly to the ivory-towers, many devoiding of neccessary preparations are likely"
127,": Compared to the olden day, even though we are not able to fit into the new environment",": Similarly to the ivory-towers, many devoiding of neccessary preparations are likely"
128,": When people see beautiful women and men on the advertisements, they think that they are ugly",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
129,": If people in rich countries ponder poor people suffering from poverty and diseases, they would never take their abundance for",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
130,": Unlike most modern games which focus on the interactions between people, machines are also much more attractive and easier to understand",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
131,: Biomedical engineers could make a significant effect on increasing life expectancy the world.one of their inventions,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
132,": Unlike most modern games which focus on the interactions between people, machines are also visible, which are visible in the",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
133,": they did not know that compared with others, which was worse",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
134,: a government's role should be providing means that lead its citizens to learn how to socialize each other as,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
135,": Unlike most modern games which focus on the interactions between people, machines are also much more abstract and requiring physical",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
136,: most of people do not socialize with their families and friends as much as they used to,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
137,: the rights of life are the basic and vital rights in a society.If people are educated in order to,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
138,: the rights of life are the basic and vital rights in the society.If persons are educated in order to achieve,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
139,: if someone faced so complicated confusion in his study and his many endeavors on making out it were miscarried,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
140,": Unlike most modern games which focus on the interactions between people, machines are also much more efficient and easier to understand",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
141,: if one wore in white and went to common Viharas to observe a rather longer-than-,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
142,": If you don't make yourself outstanding enough or you fail to distinguish yourself from others, you will be easily replaced",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
143,": If people in poorer countries gain access to these drugs, their health situations may be better.With advanced technology,",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
144,: Animal rights are meant to set limits on human behavior.Human being has driven many animals for their personal use such,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
145,: Biomedical engineers could make a significant effect on increasing life expectancy the world.one of their inventions,": Similarly to the ivory-towers, many people are also human beings.We should put our own"
146,": Unlike most modern games which focus on the interactions between people, machines are more and more convenient than playing computer games",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
147,": Unlike most modern games which focus on the interactions between children and machines, parents are always looking for the solution such",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
148,": Unlike most modern games which focus on the interactions between people, machines are also machines, which are controlled by computers",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
149,": Unlike most modern games which focus on the interactions between people, machines are also humans, no matter where you are",": Similarly to the ivory-towers, many people are also human beings.We should put our own"
150,: abortion is a form of revenge which creates the potential for murder,: If she is always staying in her hometown or his village most of her life is filled with tasks that she should do
151,: they will have to pay more attention on how they are doing.It will be easier for both parents to be,": I just shocked and did not know what happened.I realized that his family had so much trouble, but he"
152,": in most asian countries, if one wore in white and went to common Viharas to observe",": women have proved their mettle in every field.Women like Margaret Thatcher, Indira Gandhi,"
153,": Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying",": The more prepared we are prepared for the adult life, the better we feel.There is no doubt that the mother"
154,": Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying",: It is unnecessary for the government to establish an intensive law that prevents children from being missing from life
155,": In the past, the child was often asked to do part-time jobs, but in the future, he",: the drug delivery system is a very effective method of advertising
156,": it is the most important source of government's revenue, which is mainly used to serve all citizens.e",": Unlike most modern games which focus on the interactions between people and machines, the physical health and psychological soundness are"
157,: every human being has the right to live and no authority is empowered to deprive one of life,: it is unwise to trade the opportunity of living with parents for a longer period of time for some late night
158,": The more women in the country become pregnant, the better chance it can develop.these women will have the same fate",": I donât want to see the same kind of ending again and again.But now many people, including"
159,": In most asian countries, males are mainly using white-collar ones",": I just shocked and did not know what happened.I realized that his family was stolen.At the time,"
160,: the rights of life are the basic and vital rights in a society.The law-aiding people receives,: women have proved themselves in every field whether it is indoor or outdoor.university authority must not be biased on ground
161,: The first reason why the father's role should be equal to the mother'S role is the nature of par,: It is advisable for the government to encourage medical production by supplying land for women
162,": if you are going to learn some things by yourself, you may learn and understand them incorrectly.If you",": In the past, children might be encouraged to do something that they had never done before"
163,": Some people, for example, are suffering from cancer or HIV, can test different types of cancers without any treatment",": Children are not judged about the things they say as much as the adults, and freedom to express yourself is"
164,": I donât want to disavow the role of luck in success, but as you know it",: abortion is a form of revenge which creates the sexual relationship with the victims of crime
165,": I donât want to disavow the role of luck in success, but as you know it",": many people were injected by Oxytocin, a hormone which was used to forcibly increase"
166,": If you don't have a teacher, it is up to you to make sure that you understand and complete",: if you end a friendship whenever your friend is not able to get the help that you need
167,": I donât want to disavow the role of luck in success, but as you know it",: they will have more opprotunities to find a job and to be successful in the future.
168,": Unlike most modern games which focus on the interactions between children and machines, parents always keep watching the TV and playing",: every human being has the right to live and no authority is empowered to deprive one of life
169,: the condition of job market changes enormously fast like a flash,": Unlike most modern games which focus on the interactions between male and females in the real world, many of them"
170,: a large number of young adults are fortune in the future,": If someone faced so complicated confusion in his study and his many endeavors on making out it were miscarried,"
171,": Unlike most modern games which focus on the interactions between children and machines, parents are always looking for the solution such",: It is a good idea for children to past their first earlier life in the cities.Children who
172,: Relating well to people can bring plenty of merits to future job.If you want to translate your major,": you will be able to tell this by your friends about the current affair as soon as possible, even an"
173,: Parents are ones who loves their children most and always take care of their child,: they will have more opprotunities to find a job and to be successful in the future.
174,": This helps to achieve a good circulation of learning in judicial system.As recent surveys showed, the majority",: The good people do good things no matter the ending is good or not
175,: a small document can be count as one of the most beneficial results of modern technology,: The first reason why the father's role should be equal to the death of the child
176,": From the ages, a large number of people would ever do",: a large proportion of women tend to be very aggressive in their work or for their future.when some occasions happen
177,": The pregnant women will probably cause misery in the workplace.The whole world will be tested, and they will not",: the university is a medium for academic research
178,: the government and the employer are more likely to hire an individual because of their incompetence in every modern society.,: death penalty neither controls the violent in society nor creates a violent culture.nobody has the right to
179,: The hospital is a good place for her to assemble and cure her illness,": In most asian countries, language is arranged in the cities, whereby all the citizens live together in"
180,": Adolescents are not always injected into the environment, but they always invent new things and take",": In the past, males were often physically stronger and energetic which influenced their reactions to the drugs.A full"
181,": Many people are executed for the crime they did not commit, which leads to a question of fairness in",": the statement ""Genius is 1 percent inspiration and 99 percent perspiration"" is still helpful for everyone today"
182,": If children spend too much time in front of TV, it will negatively impact their health and study.watching TV",": Unlike the organic plant foods, parents are always injected by the Oxytocin, a hormone"
183,": babies are very sensitive, they cannot tolerate any pain or misery.they are not mature enough to make a",: The first reason why the death penalty should be banned is the chance that innocent people are wrongly convicted.it
184,: he has more credentials than other officers in his capacity,: this does not mean that he has been unemployed
185,: the initial assessment of a child will be different,: it is a good idea for children to past their first earlier life in the cities.children's life is
186,: abortion is a form of revenge which creates the sexual content in society,: it is an oppertunity to learn how to deal with people.by doing something that helps people
187,": When people face with a problem, they can ask for advice from their doctors or nurses.there are many other",: they will do more in their lives to make themselves worthwhile.the advertisements are not only the only cause for them to
188,": It is not only inhumane and cruel to cause pain to animals, but also misleading",: The first reason why the death penalty should be banned is the chance that innocent people are wrongly convicted.it
189,: baby is a very important baby,: Most of them suffer from cancer or other diseases
190,: women have proved themselves in every field whether it is indoor or outdoor.the body is stronger and energetic which is,: the ability to plan and organize can be learned until obtaining a job
191,: it is an oppertunity to learn how to deal with people.by doing something that helps people,: it is almost impossible for people to get a high paying job after finishing their high school
192,: it would be rather necessary for governments to establish an intensive law that prevents teenagers from watching these violent and brutal,": In the past, the proverbs were unable to give their best in whatever they want to do.This"
193,": Unlike most modern games which focus on the interactions between people, machines are more and more boring, which are the",: they will have to pay for their own studies when they are doing a job.They will not need to give
194,": If we don't have an instructor there to guide us, it is up to us to be accurate in our",: Having and raising children should not be different than any other daily activity.all of the couple duties are performed equally
195,": He has many other ways that he has done.Without their consent, this could only add to theses",": If people in richer countries ponder poorer people suffering from poverty and diseases, they would never take their"
196,: a government's role should be equal to the death toll of the tsunami in Japan,: The first reason why the father's role should be equal to the mother'S role is the nature of par
197,": Compared to the death toll of the tsunami in Japan, many people are suffering from the disease related to obesity",": The more privileged are able to enjoy the benefits.going to college, the more likely to become a"
198,": they would never take the chance of doing what they love, their loss, and cancers are some diseases that would",: a government's role should be providing means that lead its citizens to learn how to prevent from potential illness that
199,: they are aware of what is going on around the world in their daily lives.They are mostly being educated at,: The zoo should be considered as a means of education with regard to providing real and vivid materials for
200,: they donât have much time to spend in the office.It is a normal practice for them,: Many people are now able to possess these drugs without any testing.even if they are volunteers; they cannot
201,": In the past, the body's response to a drug can be different from that, even though they are",: it could put the criminal's family through hardship while the pain of the victim.The second reason why the death
202,: the rights of life are the basic and vital rights in a society.The law is to limit the use of,": Unlike most modern games which focus on the interactions between people, machines are trimmed down"
203,": In the modern world, many of the physicians and nurses rely little on drugs and alcohols, which are harmful",: a whole day long with the presence of women is much more exciting than any other daily activity.all the couple
204,: a person's choice is not able to choose he has more credentials than other officers in his capacity,": Unlike most modern games which focus on the interactions between people, machines and machines, people are often physically stronger and"
205,": Unlike most modern games which focus on the interactions between children and machines, traditional games provide a relaxing and enjoyable",: I just shocked and did not know what happened.I realized that his facebook account was stolen.He was very good
206,": the right to live in a harmonious and stable environment, which should be enabled by the government, the leader of",": the law is no longer a legal one, and they are also humans.The government controls many influential media,"
207,: the body's role should be equal to the mother'S role is the nature of parantage.The,": In most asian countries, language is arranged in slangs and fancies"
208,": This is the time, when if they are injected into the environment, they begin to loose those in-",: Most of them suffer from cancer or other diseases
209,": I think a large number of people are suffering from obesity, shortsighted, diabetes and other diseases that are related",": Unlike the organic plant foods, parents always keep watching baby's favorite screen actor while they are pregnant.They"
210,: the rights of life are the basic and vital rights for people.The law is to limit the violent in everyone',: women have proved themselves in every field whether it is indoor or outdoor
211,: they will never be able to give their best in education,": the costs outweigh the benefits.Every year, cosmetic companies, farms or medical schools kill millions of animals to"
212,: the rights of life are the basic and vital rights in the society.If the government encourages the use of abortion,: that is why the father's role should be equal to the males.The more his efforts are the more
213,: a government's role should be providing means that lead its citizens to learn how to prevent from potential illness that,": Unlike most modern games which focus on the interactions between children and machines, traditional games provide a relaxing and enjoyable"
214,: A large number of pregnant women had already suffered in the hospital,": Every day, I feel depressed and overwhelmed after the campaign"
215,: that is why the father's role should be equal to the males.The more his efforts are the more,: they will have to pay for their own studies when they are doing a job.They will not need to give
216,: He is not jumping into the foreign country,: No one can deny the huge benefits of a trend and its influence on economic
217,": Unlike most modern games which focus on the interactions between family and work, the mother always finds it difficult to balance",: a large number of women are now able to give their best in education based on their talents and talents
218,: The first reason why the father's role should be equal to the mother'S role is the nature of par,: a number of people are suffering from cancer or other diseases
219,": If you don't have an instructor there to guide you, it is up to you to make sure that you",: The most dangerous people that would be affected by smoke are the pregnant women
220,": Women nowadays are much more active, they may be successful businessmen, researchers are indeed successful.there are many facts",": Unlike most modern games which focus on the interactions between family members and machines, traditional games provide a relaxing and"
